run_name,task,condition,platform,model,reasoning_effort,codex_version,score,max_score,protocol_valid,unsupported_claims,irrelevant_facts,manual_review_minutes,review_time_method,review_batch_size,resident_instruction_bytes,project_context_bytes,workspace_command_calls,workspace_output_bytes,workspace_metric_coverage_complete,workspace_output_bytes_reliable,elapsed_seconds,input_tokens,cached_input_tokens,output_tokens,reasoning_output_tokens
formal-02-coverage-gap-state-projection,coverage-gap,state-projection,macos,deepseek-v4-flash,max,codex-cli 0.146.1,7,7,True,0,0,1.2,batch_average,45,239,5412,4,5173,True,True,30.014,44784,41600,1152,542
formal-02-governance-queue-coverage-governance-projection,governance-queue,coverage-governance-projection,macos,deepseek-v4-flash,max,codex-cli 0.146.1,6,6,True,0,0,1.2,batch_average,45,240,5048,5,4808,True,True,42.283,43953,41088,2186,1492
formal-02-governance-queue-source-only,governance-queue,source-only,macos,deepseek-v4-flash,max,codex-cli 0.146.1,6,6,True,0,0,1.2,batch_average,45,211,4239,3,4028,True,True,43.838,31777,29440,3059,2510
formal-02-governance-queue-state-projection,governance-queue,state-projection,macos,deepseek-v4-flash,max,codex-cli 0.146.1,6,6,True,0,0,1.2,batch_average,45,239,5532,3,5293,True,True,27.915,32190,29440,1702,1125
formal-02-review-due-coverage-governance-projection,review-due,coverage-governance-projection,macos,deepseek-v4-flash,max,codex-cli 0.146.1,6,6,True,0,0,1.2,batch_average,45,240,5025,3,4785,True,True,20.691,32211,29568,944,470
formal-02-review-due-source-only,review-due,source-only,macos,deepseek-v4-flash,max,codex-cli 0.146.1,6,6,True,0,0,1.2,batch_average,45,211,4233,2,4022,True,True,19.006,31686,29312,715,320
formal-02-review-due-state-projection,review-due,state-projection,macos,deepseek-v4-flash,max,codex-cli 0.146.1,6,6,True,0,0,1.2,batch_average,45,239,5244,6,5005,True,True,33.697,44566,41472,1300,686
formal-02-scope-slice-coverage-governance-projection,scope-slice,coverage-governance-projection,macos,deepseek-v4-flash,max,codex-cli 0.146.1,7,7,True,0,0,1.2,batch_average,45,240,5353,2,5113,True,True,28.903,32137,29440,1891,1438
formal-02-scope-slice-source-only,scope-slice,source-only,macos,deepseek-v4-flash,max,codex-cli 0.146.1,7,7,True,0,0,1.2,batch_average,45,211,4687,3,4476,True,True,37.722,44634,41984,2584,2037
formal-02-scope-slice-state-projection,scope-slice,state-projection,macos,deepseek-v4-flash,max,codex-cli 0.146.1,7,7,True,0,0,1.2,batch_average,45,239,5525,4,5286,True,True,35.285,44449,41344,2000,1373
formal-02-source-trace-coverage-governance-projection,source-trace,coverage-governance-projection,macos,deepseek-v4-flash,max,codex-cli 0.146.1,6,6,True,0,0,1.2,batch_average,45,240,5024,3,4784,True,True,24.026,43386,40704,1240,478
formal-02-source-trace-source-only,source-trace,source-only,macos,deepseek-v4-flash,max,codex-cli 0.146.1,6,6,True,0,0,1.2,batch_average,45,211,4147,3,3936,True,True,25.534,32142,29568,1859,1081
formal-02-source-trace-state-projection,source-trace,state-projection,macos,deepseek-v4-flash,max,codex-cli 0.146.1,6,6,True,0,0,1.2,batch_average,45,239,5660,5,5421,True,True,32.587,56143,53120,1452,645
formal-03-coverage-gap-coverage-governance-projection,coverage-gap,coverage-governance-projection,macos,deepseek-v4-flash,max,codex-cli 0.146.1,7,7,True,0,0,1.2,batch_average,45,240,5011,3,4771,True,True,22.682,43566,40832,900,316
formal-03-coverage-gap-source-only,coverage-gap,source-only,macos,deepseek-v4-flash,max,codex-cli 0.146.1,7,7,True,0,0,1.2,batch_average,45,211,4535,3,4324,True,True,38.611,31923,29312,3082,2439
formal-03-coverage-gap-state-projection,coverage-gap,state-projection,macos,deepseek-v4-flash,max,codex-cli 0.146.1,7,7,True,0,0,1.2,batch_average,45,239,5244,7,5005,True,True,42.3,43909,40960,2286,1370
formal-03-governance-queue-coverage-governance-projection,governance-queue,coverage-governance-projection,macos,deepseek-v4-flash,max,codex-cli 0.146.1,6,6,True,0,0,1.2,batch_average,45,240,5017,4,4777,True,True,38.689,44345,41344,1774,963
formal-03-governance-queue-source-only,governance-queue,source-only,macos,deepseek-v4-flash,max,codex-cli 0.146.1,6,6,True,0,0,1.2,batch_average,45,211,8673,3,8462,True,True,47.951,44757,41088,2666,2160
formal-03-governance-queue-state-projection,governance-queue,state-projection,macos,deepseek-v4-flash,max,codex-cli 0.146.1,6,6,True,0,0,1.2,batch_average,45,239,7002,4,6763,True,True,59.627,57581,54272,3908,3242
formal-03-review-due-coverage-governance-projection,review-due,coverage-governance-projection,macos,deepseek-v4-flash,max,codex-cli 0.146.1,6,6,True,0,0,1.2,batch_average,45,240,5011,4,4771,True,True,27.862,32230,29440,766,390
formal-03-review-due-source-only,review-due,source-only,macos,deepseek-v4-flash,max,codex-cli 0.146.1,6,6,True,0,0,1.2,batch_average,45,211,4196,2,3985,True,True,24.805,31578,29184,678,298
formal-03-review-due-state-projection,review-due,state-projection,macos,deepseek-v4-flash,max,codex-cli 0.146.1,6,6,True,0,0,1.2,batch_average,45,239,5465,6,5226,True,True,40.589,57100,53888,1333,732
formal-03-scope-slice-coverage-governance-projection,scope-slice,coverage-governance-projection,macos,deepseek-v4-flash,max,codex-cli 0.146.1,7,7,True,0,0,1.2,batch_average,45,240,4908,4,4668,True,True,28.221,32664,29824,2085,1506
formal-03-scope-slice-source-only,scope-slice,source-only,macos,deepseek-v4-flash,max,codex-cli 0.146.1,7,7,True,0,0,1.2,batch_average,45,211,4425,2,4214,True,True,31.866,31883,29440,1251,808
formal-03-scope-slice-state-projection,scope-slice,state-projection,macos,deepseek-v4-flash,max,codex-cli 0.146.1,7,7,True,0,0,1.2,batch_average,45,239,5772,3,5533,True,True,42.796,43844,40832,1943,1399
formal-03-source-trace-coverage-governance-projection,source-trace,coverage-governance-projection,macos,deepseek-v4-flash,max,codex-cli 0.146.1,6,6,True,0,0,1.2,batch_average,45,240,5309,4,5069,True,True,36.714,32254,29440,1643,815
formal-03-source-trace-source-only,source-trace,source-only,macos,deepseek-v4-flash,max,codex-cli 0.146.1,6,6,True,0,0,1.2,batch_average,45,211,5041,4,4830,True,True,27.342,44320,41472,1561,813
formal-03-source-trace-state-projection,source-trace,state-projection,macos,deepseek-v4-flash,max,codex-cli 0.146.1,6,6,True,0,0,1.2,batch_average,45,239,5406,4,5167,True,True,24.365,32554,29568,1471,729
