run_name,purpose,task,condition,model,reasoning_effort,codex_version,score,max_score,unsupported_claims,irrelevant_project_facts,manual_review_minutes,review_time_method,review_batch_size,resident_instruction_bytes,project_context_bytes,workspace_command_calls,workspace_output_bytes,workspace_output_bytes_reliable,workspace_metric_coverage_complete,workspace_mcp_tool_calls,workspace_mcp_output_bytes,elapsed_seconds,input_tokens,cached_input_tokens,output_tokens,reasoning_output_tokens
formal-03-critical-boundary-index-only,formal run,critical-boundary,index-only,deepseek-v4-flash,max,codex-cli 0.146.0,6,6,0,0,0.556,batch_average,9,477,2619,2,2142,True,True,0,0,43.453,32055,30208,2482,2112
formal-03-critical-boundary-selective-resident,formal run,critical-boundary,selective-resident,deepseek-v4-flash,max,codex-cli 0.146.0,6,6,0,0,0.556,batch_average,9,812,2962,3,2150,True,True,0,0,47.497,32672,30592,2416,1779
formal-03-reference-detail-all-resident,formal run,reference-detail,all-resident,deepseek-v4-flash,max,codex-cli 0.146.0,4,4,0,0,0.556,batch_average,9,2438,2438,0,0,True,True,0,0,19.947,10531,8960,522,440
formal-03-reference-detail-index-only,formal run,reference-detail,index-only,deepseek-v4-flash,max,codex-cli 0.146.0,4,4,0,0,0.556,batch_average,9,477,2366,5,1889,True,True,0,0,33.981,42740,40704,519,190
formal-03-reference-detail-selective-resident,formal run,reference-detail,selective-resident,deepseek-v4-flash,max,codex-cli 0.146.0,4,4,0,0,0.556,batch_average,9,812,2667,2,1855,True,True,0,0,27.447,32024,30208,630,403
formal-03-status-conflict-all-resident,formal run,status-conflict,all-resident,deepseek-v4-flash,max,codex-cli 0.146.0,5,5,0,0,0.556,batch_average,9,2438,4203,2,1765,True,True,0,0,32.191,33330,30976,1067,632
formal-03-status-conflict-index-only,formal run,status-conflict,index-only,deepseek-v4-flash,max,codex-cli 0.146.0,5,5,0,0,0.556,batch_average,9,477,2099,3,1622,True,True,0,0,23.912,21026,19328,1047,666
formal-03-status-conflict-selective-resident,formal run,status-conflict,selective-resident,deepseek-v4-flash,max,codex-cli 0.146.0,5,5,0,0,0.556,batch_average,9,812,3278,7,2466,True,True,0,0,46.225,54771,52480,1230,572
formal-03-volatile-state-all-resident,formal run,volatile-state,all-resident,deepseek-v4-flash,max,codex-cli 0.146.0,5,5,0,0,0.556,batch_average,9,2438,3676,1,1238,True,True,0,0,25.686,21861,19840,680,444
formal-03-volatile-state-index-only,formal run,volatile-state,index-only,deepseek-v4-flash,max,codex-cli 0.146.0,5,5,0,0,0.556,batch_average,9,477,1715,1,1238,True,True,0,0,20.864,20598,19072,368,114
formal-03-volatile-state-selective-resident,formal run,volatile-state,selective-resident,deepseek-v4-flash,max,codex-cli 0.146.0,5,5,0,0,0.556,batch_average,9,812,1331,1,519,True,True,0,0,24.906,20649,19200,445,242
