run_name,purpose,task,condition,model,reasoning_effort,codex_version,score,max_score,unsupported_claims,irrelevant_project_facts,manual_review_minutes,review_time_method,review_batch_size,resident_instruction_bytes,project_context_bytes,workspace_command_calls,workspace_output_bytes,workspace_output_bytes_reliable,workspace_metric_coverage_complete,workspace_mcp_tool_calls,workspace_mcp_output_bytes,elapsed_seconds,input_tokens,cached_input_tokens,output_tokens,reasoning_output_tokens
formal-01-static-reference-rag-with-recency,formal run,static-reference,rag-with-recency,deepseek-v4-flash,max,codex-cli 0.146.1,4,4,0,0,1.111111,batch_average,36,415,7810,2,7395,True,True,0,0,14.346,33051,29440,637,287
formal-01-unresolved-conflict-memory-governed,formal run,unresolved-conflict,memory-governed,deepseek-v4-flash,max,codex-cli 0.146.1,6,6,0,0,1.111111,batch_average,36,520,8203,6,7683,True,True,0,0,29.443,59976,55680,1741,892
formal-01-unresolved-conflict-rag-only,formal run,unresolved-conflict,rag-only,deepseek-v4-flash,max,codex-cli 0.146.1,6,6,0,0,1.111111,batch_average,36,424,7258,4,6834,True,True,0,0,27.638,57435,53888,1294,565
formal-01-unresolved-conflict-rag-with-recency,formal run,unresolved-conflict,rag-with-recency,deepseek-v4-flash,max,codex-cli 0.146.1,6,6,0,0,1.111111,batch_average,36,415,7764,8,7349,True,True,0,0,30.654,56641,52736,1824,878
formal-02-approved-decision-memory-governed,formal run,approved-decision,memory-governed,deepseek-v4-flash,max,codex-cli 0.146.1,6,6,0,0,1.111111,batch_average,36,520,8839,3,8319,True,True,0,0,20.238,33699,29824,1160,558
formal-02-approved-decision-rag-only,formal run,approved-decision,rag-only,deepseek-v4-flash,max,codex-cli 0.146.1,5,6,0,0,1.111111,batch_average,36,424,8119,6,7695,True,True,0,0,106.34,70502,66560,7805,7012
formal-02-approved-decision-rag-with-recency,formal run,approved-decision,rag-with-recency,deepseek-v4-flash,max,codex-cli 0.146.1,1,6,0,0,1.111111,batch_average,36,415,7478,6,7063,True,True,0,0,48.585,60672,56832,3682,2922
formal-02-historical-trace-memory-governed,formal run,historical-trace,memory-governed,deepseek-v4-flash,max,codex-cli 0.146.1,6,6,0,0,1.111111,batch_average,36,520,7592,3,7072,True,True,0,0,16.827,33885,30208,861,313
formal-02-historical-trace-rag-only,formal run,historical-trace,rag-only,deepseek-v4-flash,max,codex-cli 0.146.1,6,6,0,0,1.111111,batch_average,36,424,7395,5,6971,True,True,0,0,35.714,46608,42880,2477,1691
formal-02-historical-trace-rag-with-recency,formal run,historical-trace,rag-with-recency,deepseek-v4-flash,max,codex-cli 0.146.1,6,6,0,0,1.111111,batch_average,36,415,7784,4,7369,True,True,0,0,23.35,33543,29952,1573,932
formal-02-scope-bound-rule-memory-governed,formal run,scope-bound-rule,memory-governed,deepseek-v4-flash,max,codex-cli 0.146.1,6,6,0,0,1.111111,batch_average,36,520,8443,3,7923,True,True,0,0,17.689,33889,29952,984,509
formal-02-scope-bound-rule-rag-only,formal run,scope-bound-rule,rag-only,deepseek-v4-flash,max,codex-cli 0.146.1,4,6,0,0,1.111111,batch_average,36,424,7245,2,6821,True,True,0,0,24.403,32640,29312,1745,1226
formal-02-scope-bound-rule-rag-with-recency,formal run,scope-bound-rule,rag-with-recency,deepseek-v4-flash,max,codex-cli 0.146.1,6,6,0,0,1.111111,batch_average,36,415,7236,2,6821,True,True,0,0,18.573,32720,29312,1078,635
formal-02-static-reference-memory-governed,formal run,static-reference,memory-governed,deepseek-v4-flash,max,codex-cli 0.146.1,4,4,0,0,1.111111,batch_average,36,520,6386,4,5866,True,True,0,0,16.7,33241,29824,721,295
formal-02-static-reference-rag-only,formal run,static-reference,rag-only,deepseek-v4-flash,max,codex-cli 0.146.1,4,4,0,0,1.111111,batch_average,36,424,7215,4,6791,True,True,0,0,20.904,45189,41728,869,424
formal-02-static-reference-rag-with-recency,formal run,static-reference,rag-with-recency,deepseek-v4-flash,max,codex-cli 0.146.1,4,4,0,0,1.111111,batch_average,36,415,7231,2,6816,True,True,0,0,17.422,32856,29440,847,556
formal-02-unresolved-conflict-memory-governed,formal run,unresolved-conflict,memory-governed,deepseek-v4-flash,max,codex-cli 0.146.1,6,6,0,0,1.111111,batch_average,36,520,8478,4,7958,True,True,0,0,32.104,34262,30464,2456,1608
formal-02-unresolved-conflict-rag-only,formal run,unresolved-conflict,rag-only,deepseek-v4-flash,max,codex-cli 0.146.1,6,6,0,0,1.111111,batch_average,36,424,7641,3,7217,True,True,0,0,26.352,44004,40448,1612,982
formal-02-unresolved-conflict-rag-with-recency,formal run,unresolved-conflict,rag-with-recency,deepseek-v4-flash,max,codex-cli 0.146.1,6,6,0,0,1.111111,batch_average,36,415,7428,3,7013,True,True,0,0,22.249,44808,41216,1207,548
formal-03-approved-decision-rag-only,formal run,approved-decision,rag-only,deepseek-v4-flash,max,codex-cli 0.146.1,5,6,0,0,1.111111,batch_average,36,424,7010,8,6586,True,True,0,0,77.665,45507,41856,6776,5847
formal-03-approved-decision-rag-with-recency,formal run,approved-decision,rag-with-recency,deepseek-v4-flash,max,codex-cli 0.146.1,1,6,0,0,1.111111,batch_average,36,415,7872,3,7457,True,True,0,0,24.099,43632,40064,1514,1014
formal-03-historical-trace-rag-only,formal run,historical-trace,rag-only,deepseek-v4-flash,max,codex-cli 0.146.1,6,6,0,0,1.111111,batch_average,36,424,7253,2,6829,True,True,0,0,21.549,32777,29440,1328,810
formal-03-scope-bound-rule-memory-governed,formal run,scope-bound-rule,memory-governed,deepseek-v4-flash,max,codex-cli 0.146.1,6,6,0,0,1.111111,batch_average,36,520,8181,8,7661,True,True,0,0,23.409,33996,30080,1667,905
formal-03-static-reference-memory-governed,formal run,static-reference,memory-governed,deepseek-v4-flash,max,codex-cli 0.146.1,4,4,0,0,1.111111,batch_average,36,520,6614,4,6094,True,True,0,0,14.848,33420,30080,676,231
formal-03-unresolved-conflict-rag-with-recency,formal run,unresolved-conflict,rag-with-recency,deepseek-v4-flash,max,codex-cli 0.146.1,6,6,0,0,1.111111,batch_average,36,415,7338,5,6923,True,True,0,0,35.86,46063,42368,2423,1586
