run_name,purpose,task,condition,model,reasoning_effort,codex_version,score,max_score,unsupported_claims,irrelevant_project_facts,manual_review_minutes,review_time_method,review_batch_size,resident_instruction_bytes,project_context_bytes,workspace_command_calls,workspace_output_bytes,workspace_output_bytes_reliable,workspace_metric_coverage_complete,workspace_mcp_tool_calls,workspace_mcp_output_bytes,elapsed_seconds,input_tokens,cached_input_tokens,output_tokens,reasoning_output_tokens
formal-02-historical-trace-memory-governed,formal run,historical-trace,memory-governed,gpt-5.6-sol,medium,codex-cli 0.145.0,6,6,0,0,0.053173704,batch_average,45,520,14302,6,13782,True,True,0,0,80.265,131911,95488,1666,480
formal-02-historical-trace-rag-only,formal run,historical-trace,rag-only,gpt-5.6-sol,medium,codex-cli 0.145.0,6,6,0,0,0.053173704,batch_average,45,424,9954,9,9530,True,True,0,0,80.265,143200,107520,1671,562
formal-02-historical-trace-rag-with-recency,formal run,historical-trace,rag-with-recency,gpt-5.6-sol,medium,codex-cli 0.145.0,6,6,0,0,0.053173704,batch_average,45,415,9865,5,9450,True,True,3,8736,68.454,137639,112896,1557,548
formal-02-scope-bound-rule-memory-governed,formal run,scope-bound-rule,memory-governed,gpt-5.6-sol,medium,codex-cli 0.145.0,6,6,0,0,0.053173704,batch_average,45,520,9301,7,8781,True,True,0,0,58.781,108668,88576,1225,277
formal-02-scope-bound-rule-rag-only,formal run,scope-bound-rule,rag-only,gpt-5.6-sol,medium,codex-cli 0.145.0,4,6,0,0,0.053173704,batch_average,45,424,10484,12,10060,True,True,0,0,80.265,108397,98816,1605,547
formal-02-scope-bound-rule-rag-with-recency,formal run,scope-bound-rule,rag-with-recency,gpt-5.6-sol,medium,codex-cli 0.145.0,6,6,0,0,0.053173704,batch_average,45,415,12531,5,12116,True,True,0,0,80.25,129048,120064,1372,382
formal-02-static-reference-memory-governed,formal run,static-reference,memory-governed,gpt-5.6-sol,medium,codex-cli 0.145.0,4,4,0,0,0.053173704,batch_average,45,520,5836,5,5316,True,True,0,0,65.547,150458,137216,1144,155
formal-02-static-reference-rag-only,formal run,static-reference,rag-only,gpt-5.6-sol,medium,codex-cli 0.145.0,4,4,0,0,0.053173704,batch_average,45,424,8573,7,8149,True,True,0,0,62.015,143867,121856,915,223
formal-02-static-reference-rag-with-recency,formal run,static-reference,rag-with-recency,gpt-5.6-sol,medium,codex-cli 0.145.0,4,4,0,0,0.053173704,batch_average,45,415,10319,5,9904,True,True,3,8782,64.703,137821,125184,1234,346
formal-02-unresolved-conflict-memory-governed,formal run,unresolved-conflict,memory-governed,gpt-5.6-sol,medium,codex-cli 0.145.0,6,6,0,0,0.053173704,batch_average,45,520,14331,5,13811,True,True,0,0,80.281,114567,101888,1915,670
formal-02-unresolved-conflict-rag-only,formal run,unresolved-conflict,rag-only,gpt-5.6-sol,medium,codex-cli 0.145.0,6,6,0,0,0.053173704,batch_average,45,424,8511,7,8087,True,True,0,0,62.125,106834,74240,1250,285
formal-02-unresolved-conflict-rag-with-recency,formal run,unresolved-conflict,rag-with-recency,gpt-5.6-sol,medium,codex-cli 0.145.0,6,6,0,0,0.053173704,batch_average,45,415,10316,10,9901,True,True,0,0,65.297,111554,77312,1390,478
formal-03-approved-decision-memory-governed,formal run,approved-decision,memory-governed,gpt-5.6-sol,medium,codex-cli 0.145.0,6,6,0,0,0.053173704,batch_average,45,520,10159,6,9639,True,True,0,0,80.281,146431,125952,1559,449
formal-03-approved-decision-rag-only,formal run,approved-decision,rag-only,gpt-5.6-sol,medium,codex-cli 0.145.0,5,6,0,0,0.053173704,batch_average,45,424,9200,4,8776,True,True,2,7140,80.266,142901,116992,1655,692
formal-03-approved-decision-rag-with-recency,formal run,approved-decision,rag-with-recency,gpt-5.6-sol,medium,codex-cli 0.145.0,1,6,0,0,0.053173704,batch_average,45,415,15508,9,15093,True,True,0,0,90.657,152957,109568,1947,926
formal-03-historical-trace-memory-governed,formal run,historical-trace,memory-governed,gpt-5.6-sol,medium,codex-cli 0.145.0,6,6,0,0,0.053173704,batch_average,45,520,9659,5,9139,True,True,3,6911,80.265,140595,116992,1607,453
formal-03-historical-trace-rag-only,formal run,historical-trace,rag-only,gpt-5.6-sol,medium,codex-cli 0.145.0,6,6,0,0,0.053173704,batch_average,45,424,14799,5,14375,True,True,0,0,83.531,129413,106752,1646,601
formal-03-historical-trace-rag-with-recency,formal run,historical-trace,rag-with-recency,gpt-5.6-sol,medium,codex-cli 0.145.0,6,6,0,0,0.053173704,batch_average,45,415,9732,5,9317,True,True,3,8603,61.719,148647,122112,1198,308
formal-03-scope-bound-rule-memory-governed,formal run,scope-bound-rule,memory-governed,gpt-5.6-sol,medium,codex-cli 0.145.0,6,6,0,0,0.053173704,batch_average,45,520,9728,5,9208,True,True,0,0,63.485,108662,76288,1361,472
formal-03-scope-bound-rule-rag-only,formal run,scope-bound-rule,rag-only,gpt-5.6-sol,medium,codex-cli 0.145.0,4,6,0,0,0.053173704,batch_average,45,424,9049,9,8625,True,True,0,0,80.296,166286,156416,1876,528
formal-03-scope-bound-rule-rag-with-recency,formal run,scope-bound-rule,rag-with-recency,gpt-5.6-sol,medium,codex-cli 0.145.0,6,6,0,0,0.053173704,batch_average,45,415,13874,11,13459,True,True,0,0,69.625,134508,111872,1621,634
formal-03-static-reference-memory-governed,formal run,static-reference,memory-governed,gpt-5.6-sol,medium,codex-cli 0.145.0,4,4,0,0,0.053173704,batch_average,45,520,11242,6,10722,True,True,0,0,61.234,109571,84480,1215,350
formal-03-static-reference-rag-only,formal run,static-reference,rag-only,gpt-5.6-sol,medium,codex-cli 0.145.0,4,4,0,0,0.053173704,batch_average,45,424,7993,7,7569,True,True,0,0,65.672,144429,135168,1130,298
formal-03-static-reference-rag-with-recency,formal run,static-reference,rag-with-recency,gpt-5.6-sol,medium,codex-cli 0.145.0,4,4,0,0,0.053173704,batch_average,45,415,12767,6,12352,True,True,0,0,80.234,149066,122880,1143,267
formal-03-unresolved-conflict-memory-governed,formal run,unresolved-conflict,memory-governed,gpt-5.6-sol,medium,codex-cli 0.145.0,6,6,0,0,0.053173704,batch_average,45,520,9696,6,9176,True,True,0,0,80.266,128080,106752,1368,325
formal-03-unresolved-conflict-rag-only,formal run,unresolved-conflict,rag-only,gpt-5.6-sol,medium,codex-cli 0.145.0,6,6,0,0,0.053173704,batch_average,45,424,8319,4,7895,True,True,2,7197,61.781,129659,120064,1186,362
formal-03-unresolved-conflict-rag-with-recency,formal run,unresolved-conflict,rag-with-recency,gpt-5.6-sol,medium,codex-cli 0.145.0,6,6,0,0,0.053173704,batch_average,45,415,9760,11,9345,True,True,0,0,80.328,129223,94464,1522,512
