run_name,purpose,task,condition,model,reasoning_effort,codex_version,score,max_score,unsupported_claims,irrelevant_project_facts,manual_review_minutes,review_time_method,review_batch_size,resident_instruction_bytes,project_context_bytes,workspace_command_calls,workspace_output_bytes,workspace_output_bytes_reliable,workspace_metric_coverage_complete,workspace_mcp_tool_calls,workspace_mcp_output_bytes,elapsed_seconds,input_tokens,cached_input_tokens,output_tokens,reasoning_output_tokens
formal-03-approved-decision-memory-governed,formal run,approved-decision,memory-governed,gpt-5.6-sol,medium,codex-cli 0.145.0,6,6,0,0,0.014495681,batch_average,45,520,8258,2,7738,True,True,0,0,141.983,78612,59648,752,144
formal-03-approved-decision-rag-only,formal run,approved-decision,rag-only,gpt-5.6-sol,medium,codex-cli 0.145.0,6,6,0,0,0.014495681,batch_average,45,424,8261,6,7837,True,True,0,0,235.39,126950,100096,1189,281
formal-03-approved-decision-rag-with-recency,formal run,approved-decision,rag-with-recency,gpt-5.6-sol,medium,codex-cli 0.145.0,2,6,0,0,0.014495681,batch_average,45,415,6686,4,6271,True,True,0,0,123.157,66013,60672,1055,350
formal-03-historical-trace-memory-governed,formal run,historical-trace,memory-governed,gpt-5.6-sol,medium,codex-cli 0.145.0,6,6,0,0,0.014495681,batch_average,45,520,7545,3,7025,True,True,0,0,155.6,89203,65536,949,143
formal-03-historical-trace-rag-only,formal run,historical-trace,rag-only,gpt-5.6-sol,medium,codex-cli 0.145.0,6,6,0,0,0.014495681,batch_average,45,424,7137,5,6713,True,True,0,0,84.578,78497,55552,1450,84
formal-03-historical-trace-rag-with-recency,formal run,historical-trace,rag-with-recency,gpt-5.6-sol,medium,codex-cli 0.145.0,6,6,0,0,0.014495681,batch_average,45,415,7601,4,7186,True,True,0,0,126.674,78178,55552,1202,304
formal-03-scope-bound-rule-memory-governed,formal run,scope-bound-rule,memory-governed,gpt-5.6-sol,medium,codex-cli 0.145.0,6,6,0,0,0.014495681,batch_average,45,520,3591,2,3071,True,True,0,0,80.165,88813,38400,948,13
formal-03-scope-bound-rule-rag-only,formal run,scope-bound-rule,rag-only,gpt-5.6-sol,medium,codex-cli 0.145.0,4,6,0,0,0.014495681,batch_average,45,424,6743,5,6319,True,True,0,0,124.238,65981,19712,1284,380
formal-03-scope-bound-rule-rag-with-recency,formal run,scope-bound-rule,rag-with-recency,gpt-5.6-sol,medium,codex-cli 0.145.0,5,6,0,0,0.014495681,batch_average,45,415,7393,5,6978,True,True,0,0,133.197,78361,39168,913,45
formal-03-static-reference-memory-governed,formal run,static-reference,memory-governed,gpt-5.6-sol,medium,codex-cli 0.145.0,4,4,0,0,0.014495681,batch_average,45,520,7616,4,7096,True,True,0,0,110.728,102574,94464,961,0
formal-03-static-reference-rag-only,formal run,static-reference,rag-only,gpt-5.6-sol,medium,codex-cli 0.145.0,4,4,0,0,0.014495681,batch_average,45,424,5921,3,5497,True,True,0,0,190.756,89300,82176,640,110
formal-03-static-reference-rag-with-recency,formal run,static-reference,rag-with-recency,gpt-5.6-sol,medium,codex-cli 0.145.0,4,4,0,0,0.014495681,batch_average,45,415,6735,4,6320,True,True,0,0,187.828,77854,71936,821,119
formal-03-unresolved-conflict-memory-governed,formal run,unresolved-conflict,memory-governed,gpt-5.6-sol,medium,codex-cli 0.145.0,6,6,0,0,0.014495681,batch_average,45,520,7550,2,7030,True,True,0,0,156.949,102391,65024,1197,0
formal-03-unresolved-conflict-rag-only,formal run,unresolved-conflict,rag-only,gpt-5.6-sol,medium,codex-cli 0.145.0,6,6,0,0,0.014495681,batch_average,45,424,7935,5,7511,True,True,0,0,92.522,90460,36352,1296,0
formal-03-unresolved-conflict-rag-with-recency,formal run,unresolved-conflict,rag-with-recency,gpt-5.6-sol,medium,codex-cli 0.145.0,6,6,0,0,0.014495681,batch_average,45,415,8936,7,8521,True,True,0,0,117.041,102691,32512,1534,0
