run_name,purpose,task,condition,model,reasoning_effort,codex_version,score,max_score,unsupported_claims,irrelevant_project_facts,manual_review_minutes,review_time_method,review_batch_size,resident_instruction_bytes,project_context_bytes,workspace_command_calls,workspace_output_bytes,workspace_output_bytes_reliable,workspace_metric_coverage_complete,workspace_mcp_tool_calls,workspace_mcp_output_bytes,elapsed_seconds,input_tokens,cached_input_tokens,output_tokens,reasoning_output_tokens
formal-01-time-expiry-lifecycle-governed,formal run,time-expiry,lifecycle-governed,gpt-5.6-sol,medium,codex-cli 0.145.0,5,5,0,0,0.020081944,batch_average,45,863,3655,4,2792,True,True,0,0,30.22,62902,58368,2563,0
formal-01-unresolved-conflict-append-only,formal run,unresolved-conflict,append-only,gpt-5.6-sol,medium,codex-cli 0.145.0,5,5,0,0,0.020081944,batch_average,45,748,3025,2,2277,True,True,0,0,34.403,62979,60544,3754,0
formal-01-unresolved-conflict-latest-wins,formal run,unresolved-conflict,latest-wins,gpt-5.6-sol,medium,codex-cli 0.145.0,1,5,0,0,0.020081944,batch_average,45,688,3812,4,3124,True,True,0,0,39.14,84371,79488,4236,0
formal-01-unresolved-conflict-lifecycle-governed,formal run,unresolved-conflict,lifecycle-governed,gpt-5.6-sol,medium,codex-cli 0.145.0,5,5,0,0,0.020081944,batch_average,45,863,3931,4,3068,True,True,0,0,32.505,62969,60416,2490,0
formal-02-emergency-revocation-append-only,formal run,emergency-revocation,append-only,gpt-5.6-sol,medium,codex-cli 0.145.0,3,6,0,0,0.020081944,batch_average,45,748,3088,2,2340,True,True,0,0,34.649,63051,57856,3758,0
formal-02-emergency-revocation-latest-wins,formal run,emergency-revocation,latest-wins,gpt-5.6-sol,medium,codex-cli 0.145.0,6,6,0,0,0.020081944,batch_average,45,688,3411,3,2723,True,True,0,0,47.969,84143,78592,3515,0
formal-02-emergency-revocation-lifecycle-governed,formal run,emergency-revocation,lifecycle-governed,gpt-5.6-sol,medium,codex-cli 0.145.0,6,6,0,0,0.020081944,batch_average,45,863,3235,4,2372,True,True,0,0,30.936,62594,60288,2386,0
formal-02-explicit-supersession-append-only,formal run,explicit-supersession,append-only,gpt-5.6-sol,medium,codex-cli 0.145.0,2,6,0,0,0.020081944,batch_average,45,748,3000,2,2252,True,True,0,0,34.388,62986,57600,2985,0
formal-02-explicit-supersession-latest-wins,formal run,explicit-supersession,latest-wins,gpt-5.6-sol,medium,codex-cli 0.145.0,6,6,0,0,0.020081944,batch_average,45,688,6977,4,6289,True,True,0,0,36.29,65040,58496,2541,0
formal-02-explicit-supersession-lifecycle-governed,formal run,explicit-supersession,lifecycle-governed,gpt-5.6-sol,medium,codex-cli 0.145.0,6,6,0,0,0.020081944,batch_average,45,863,3975,4,3112,True,True,0,0,36.829,63066,58240,2621,0
formal-02-scope-narrowing-append-only,formal run,scope-narrowing,append-only,gpt-5.6-sol,medium,codex-cli 0.145.0,2,6,0,0,0.020081944,batch_average,45,748,3690,4,2942,True,True,0,0,33.382,62850,57216,3126,0
formal-02-scope-narrowing-latest-wins,formal run,scope-narrowing,latest-wins,gpt-5.6-sol,medium,codex-cli 0.145.0,6,6,0,0,0.020081944,batch_average,45,688,4134,4,3446,True,True,0,0,64.635,84589,78976,3287,0
formal-02-scope-narrowing-lifecycle-governed,formal run,scope-narrowing,lifecycle-governed,gpt-5.6-sol,medium,codex-cli 0.145.0,6,6,0,0,0.020081944,batch_average,45,863,4074,4,3211,True,True,0,0,32.358,63094,57216,2504,0
formal-02-time-expiry-append-only,formal run,time-expiry,append-only,gpt-5.6-sol,medium,codex-cli 0.145.0,5,5,0,0,0.020081944,batch_average,45,748,3672,4,2924,True,True,0,0,41.19,62830,55424,3012,0
formal-02-time-expiry-latest-wins,formal run,time-expiry,latest-wins,gpt-5.6-sol,medium,codex-cli 0.145.0,5,5,0,0,0.020081944,batch_average,45,688,3976,4,3288,True,True,0,0,35.452,63031,56704,3138,0
formal-02-time-expiry-lifecycle-governed,formal run,time-expiry,lifecycle-governed,gpt-5.6-sol,medium,codex-cli 0.145.0,5,5,0,0,0.020081944,batch_average,45,863,3781,4,2918,True,True,0,0,44.767,62975,59648,3607,0
formal-02-unresolved-conflict-append-only,formal run,unresolved-conflict,append-only,gpt-5.6-sol,medium,codex-cli 0.145.0,5,5,0,0,0.020081944,batch_average,45,748,4477,4,3729,True,True,0,0,32.012,63249,59776,3158,0
formal-02-unresolved-conflict-latest-wins,formal run,unresolved-conflict,latest-wins,gpt-5.6-sol,medium,codex-cli 0.145.0,1,5,0,0,0.020081944,batch_average,45,688,3566,4,2878,True,True,0,0,52.89,84256,78336,3976,0
formal-02-unresolved-conflict-lifecycle-governed,formal run,unresolved-conflict,lifecycle-governed,gpt-5.6-sol,medium,codex-cli 0.145.0,5,5,0,0,0.020081944,batch_average,45,863,4309,4,3446,True,True,0,0,33.134,63189,58496,2551,0
formal-03-emergency-revocation-append-only,formal run,emergency-revocation,append-only,gpt-5.6-sol,medium,codex-cli 0.145.0,3,6,0,0,0.020081944,batch_average,45,748,3673,4,2925,True,True,0,0,39.701,84363,80768,4223,0
formal-03-emergency-revocation-latest-wins,formal run,emergency-revocation,latest-wins,gpt-5.6-sol,medium,codex-cli 0.145.0,6,6,0,0,0.020081944,batch_average,45,688,3613,4,2925,True,True,0,0,32.038,84310,78976,3556,0
formal-03-emergency-revocation-lifecycle-governed,formal run,emergency-revocation,lifecycle-governed,gpt-5.6-sol,medium,codex-cli 0.145.0,6,6,0,0,0.020081944,batch_average,45,863,3498,5,2635,True,True,0,0,47.69,84240,80768,3415,0
formal-03-explicit-supersession-append-only,formal run,explicit-supersession,append-only,gpt-5.6-sol,medium,codex-cli 0.145.0,2,6,0,0,0.020081944,batch_average,45,748,3000,2,2252,True,True,0,0,33.061,62982,58496,3265,0
formal-03-explicit-supersession-latest-wins,formal run,explicit-supersession,latest-wins,gpt-5.6-sol,medium,codex-cli 0.145.0,6,6,0,0,0.020081944,batch_average,45,688,3456,4,2768,True,True,0,0,56.733,84170,76800,4502,0
formal-03-explicit-supersession-lifecycle-governed,formal run,explicit-supersession,lifecycle-governed,gpt-5.6-sol,medium,codex-cli 0.145.0,6,6,0,0,0.020081944,batch_average,45,863,3786,2,2923,True,True,0,0,26.697,63009,57728,2302,0
formal-03-scope-narrowing-append-only,formal run,scope-narrowing,append-only,gpt-5.6-sol,medium,codex-cli 0.145.0,2,6,0,0,0.020081944,batch_average,45,748,4035,4,3287,True,True,0,0,48.296,105590,101504,4917,0
formal-03-scope-narrowing-latest-wins,formal run,scope-narrowing,latest-wins,gpt-5.6-sol,medium,codex-cli 0.145.0,6,6,0,0,0.020081944,batch_average,45,688,4153,4,3465,True,True,0,0,26.782,63137,58880,2427,0
formal-03-scope-narrowing-lifecycle-governed,formal run,scope-narrowing,lifecycle-governed,gpt-5.6-sol,medium,codex-cli 0.145.0,6,6,0,0,0.020081944,batch_average,45,863,3406,4,2543,True,True,0,0,30.679,62740,59904,2616,0
formal-03-time-expiry-append-only,formal run,time-expiry,append-only,gpt-5.6-sol,medium,codex-cli 0.145.0,5,5,0,0,0.020081944,batch_average,45,748,3672,2,2924,True,True,0,0,35.215,62824,59136,2655,0
formal-03-time-expiry-latest-wins,formal run,time-expiry,latest-wins,gpt-5.6-sol,medium,codex-cli 0.145.0,5,5,0,0,0.020081944,batch_average,45,688,3790,4,3102,True,True,0,0,38.781,84532,79104,4094,0
formal-03-time-expiry-lifecycle-governed,formal run,time-expiry,lifecycle-governed,gpt-5.6-sol,medium,codex-cli 0.145.0,5,5,0,0,0.020081944,batch_average,45,863,3077,2,2214,True,True,0,0,27.567,63101,58880,2511,0
formal-03-unresolved-conflict-append-only,formal run,unresolved-conflict,append-only,gpt-5.6-sol,medium,codex-cli 0.145.0,5,5,0,0,0.020081944,batch_average,45,748,3497,2,2749,True,True,0,0,35.389,62701,59776,3641,0
formal-03-unresolved-conflict-latest-wins,formal run,unresolved-conflict,latest-wins,gpt-5.6-sol,medium,codex-cli 0.145.0,1,5,0,0,0.020081944,batch_average,45,688,4053,4,3365,True,True,0,0,35.499,63010,56704,3363,0
formal-03-unresolved-conflict-lifecycle-governed,formal run,unresolved-conflict,lifecycle-governed,gpt-5.6-sol,medium,codex-cli 0.145.0,5,5,0,0,0.020081944,batch_average,45,863,3931,2,3068,True,True,0,0,29.975,62992,58880,2667,0
