run_name,purpose,task,condition,model,reasoning_effort,codex_version,score,max_score,unsupported_claims,irrelevant_project_facts,manual_review_minutes,review_time_method,review_batch_size,resident_instruction_bytes,project_context_bytes,workspace_command_calls,workspace_output_bytes,workspace_output_bytes_reliable,workspace_metric_coverage_complete,workspace_mcp_tool_calls,workspace_mcp_output_bytes,elapsed_seconds,input_tokens,cached_input_tokens,output_tokens,reasoning_output_tokens
formal-02-expired-scope-direct-promotion,formal run,expired-scope,direct-promotion,gpt-5.6-sol,medium,codex-cli 0.144.1,5,5,0,0,0.074204413,batch_average,45,709,3231,5,2522,True,True,2,935,86.0,141901,128000,1364,361
formal-02-expired-scope-rule-gated,formal run,expired-scope,rule-gated,gpt-5.6-sol,medium,codex-cli 0.144.1,5,5,0,0,0.074204413,batch_average,45,844,6439,5,5595,True,True,0,0,63.75,102378,73216,1061,259
formal-02-expired-scope-staged-human-gate,formal run,expired-scope,staged-human-gate,gpt-5.6-sol,medium,codex-cli 0.144.1,5,5,0,0,0.074204413,batch_average,45,913,4616,7,3703,True,True,0,0,80.234,100026,70144,1140,244
formal-02-one-off-success-direct-promotion,formal run,one-off-success,direct-promotion,gpt-5.6-sol,medium,codex-cli 0.144.1,1,4,0,0,0.074204413,batch_average,45,709,4094,7,3385,True,True,0,0,87.594,150787,137984,1426,553
formal-02-one-off-success-rule-gated,formal run,one-off-success,rule-gated,gpt-5.6-sol,medium,codex-cli 0.144.1,4,4,0,0,0.074204413,batch_average,45,844,5502,9,4658,True,True,0,0,106.891,134282,117760,1618,478
formal-02-one-off-success-staged-human-gate,formal run,one-off-success,staged-human-gate,gpt-5.6-sol,medium,codex-cli 0.144.1,4,4,0,0,0.074204413,batch_average,45,913,9035,4,8122,True,True,0,0,64.938,86717,56064,1403,330
formal-02-repeated-evidence-direct-promotion,formal run,repeated-evidence,direct-promotion,gpt-5.6-sol,medium,codex-cli 0.144.1,5,5,0,0,0.074204413,batch_average,45,709,4618,6,3909,True,True,0,0,80.219,117523,108800,1371,445
formal-02-repeated-evidence-rule-gated,formal run,repeated-evidence,rule-gated,gpt-5.6-sol,medium,codex-cli 0.144.1,5,5,0,0,0.074204413,batch_average,45,844,4964,7,4120,True,True,0,0,80.25,100033,91648,1381,540
formal-02-repeated-evidence-staged-human-gate,formal run,repeated-evidence,staged-human-gate,gpt-5.6-sol,medium,codex-cli 0.144.1,5,5,0,0,0.074204413,batch_average,45,913,5489,7,4576,True,True,0,0,80.234,116974,86272,1243,284
formal-02-sensitive-record-direct-promotion,formal run,sensitive-record,direct-promotion,gpt-5.6-sol,medium,codex-cli 0.144.1,6,7,0,0,0.074204413,batch_average,45,709,3532,4,2823,True,True,0,0,55.859,82421,64256,930,277
formal-02-sensitive-record-rule-gated,formal run,sensitive-record,rule-gated,gpt-5.6-sol,medium,codex-cli 0.144.1,7,7,0,0,0.074204413,batch_average,45,844,3744,4,2900,True,True,2,1779,80.219,108376,97792,1100,291
formal-02-sensitive-record-staged-human-gate,formal run,sensitive-record,staged-human-gate,gpt-5.6-sol,medium,codex-cli 0.144.1,7,7,0,0,0.074204413,batch_average,45,913,5615,8,4702,True,True,0,0,68.656,100897,92672,1489,345
formal-03-conflicting-evidence-direct-promotion,formal run,conflicting-evidence,direct-promotion,gpt-5.6-sol,medium,codex-cli 0.144.1,3,4,0,0,0.074204413,batch_average,45,709,3313,6,2604,True,True,0,0,98.438,133293,114688,1570,709
formal-03-conflicting-evidence-rule-gated,formal run,conflicting-evidence,rule-gated,gpt-5.6-sol,medium,codex-cli 0.144.1,4,4,0,0,0.074204413,batch_average,45,844,7425,5,6581,True,True,0,0,93.625,141759,120832,1284,375
formal-03-conflicting-evidence-staged-human-gate,formal run,conflicting-evidence,staged-human-gate,gpt-5.6-sol,medium,codex-cli 0.144.1,4,4,0,0,0.074204413,batch_average,45,913,4792,8,3879,True,True,0,0,140.25,151794,120576,1504,582
formal-03-expired-scope-direct-promotion,formal run,expired-scope,direct-promotion,gpt-5.6-sol,medium,codex-cli 0.144.1,5,5,0,0,0.074204413,batch_average,45,709,3893,6,3184,True,True,0,0,115.219,134111,116736,1331,356
formal-03-expired-scope-rule-gated,formal run,expired-scope,rule-gated,gpt-5.6-sol,medium,codex-cli 0.144.1,5,5,0,0,0.074204413,batch_average,45,844,6101,7,5257,True,True,0,0,158.797,100302,82432,997,225
formal-03-expired-scope-staged-human-gate,formal run,expired-scope,staged-human-gate,gpt-5.6-sol,medium,codex-cli 0.144.1,5,5,0,0,0.074204413,batch_average,45,913,7272,5,6359,True,True,0,0,118.172,120547,86272,1604,463
formal-03-one-off-success-direct-promotion,formal run,one-off-success,direct-promotion,gpt-5.6-sol,medium,codex-cli 0.144.1,1,4,0,0,0.074204413,batch_average,45,709,5872,5,5163,True,True,0,0,53.562,101217,84480,849,183
formal-03-one-off-success-rule-gated,formal run,one-off-success,rule-gated,gpt-5.6-sol,medium,codex-cli 0.144.1,4,4,0,0,0.074204413,batch_average,45,844,5216,7,4372,True,True,0,0,89.828,116937,99584,1180,324
formal-03-one-off-success-staged-human-gate,formal run,one-off-success,staged-human-gate,gpt-5.6-sol,medium,codex-cli 0.144.1,4,4,0,0,0.074204413,batch_average,45,913,5060,5,4147,True,True,0,0,65.171,100310,70144,1058,236
formal-03-repeated-evidence-direct-promotion,formal run,repeated-evidence,direct-promotion,gpt-5.6-sol,medium,codex-cli 0.144.1,5,5,0,0,0.074204413,batch_average,45,709,4632,7,3923,True,True,0,0,102.672,133919,111616,1238,426
formal-03-repeated-evidence-rule-gated,formal run,repeated-evidence,rule-gated,gpt-5.6-sol,medium,codex-cli 0.144.1,5,5,0,0,0.074204413,batch_average,45,844,5142,8,4298,True,True,0,0,106.156,135357,116736,1749,535
formal-03-repeated-evidence-staged-human-gate,formal run,repeated-evidence,staged-human-gate,gpt-5.6-sol,medium,codex-cli 0.144.1,5,5,0,0,0.074204413,batch_average,45,913,6551,8,5638,True,True,0,0,64.36,100999,70144,1051,206
formal-03-sensitive-record-direct-promotion,formal run,sensitive-record,direct-promotion,gpt-5.6-sol,medium,codex-cli 0.144.1,6,7,0,0,0.074204413,batch_average,45,709,3599,5,2890,True,True,0,0,90.063,116684,99584,1226,316
formal-03-sensitive-record-rule-gated,formal run,sensitive-record,rule-gated,gpt-5.6-sol,medium,codex-cli 0.144.1,7,7,0,0,0.074204413,batch_average,45,844,5475,4,4631,True,True,0,0,103.922,83915,56064,1071,260
formal-03-sensitive-record-staged-human-gate,formal run,sensitive-record,staged-human-gate,gpt-5.6-sol,medium,codex-cli 0.144.1,7,7,0,0,0.074204413,batch_average,45,913,7255,6,6342,True,True,0,0,212.141,100363,82432,1427,423
