run_name,task,condition,platform,model,reasoning_effort,codex_version,score,max_score,protocol_valid,unsupported_claims,irrelevant_facts,manual_review_minutes,review_time_method,review_batch_size,resident_instruction_bytes,project_context_bytes,workspace_command_calls,workspace_output_bytes,workspace_metric_coverage_complete,workspace_output_bytes_reliable,elapsed_seconds,input_tokens,cached_input_tokens,output_tokens,reasoning_output_tokens
formal-01-superseded-rule-source-only,superseded-rule,source-only,macos,gpt-5.6-sol,medium,codex-cli 0.145.0,5,5,True,0,0,1.036361,batch_average,45,506,1921,3,1415,True,True,29.542,47305,34048,693,131
formal-01-superseded-rule-state-projection,superseded-rule,state-projection,macos,gpt-5.6-sol,medium,codex-cli 0.145.0,5,5,True,0,0,1.036361,batch_average,45,578,3939,4,3361,True,True,34.352,64698,50176,813,177
formal-01-unresolved-conflict-flat-index,unresolved-conflict,flat-index,macos,gpt-5.6-sol,medium,codex-cli 0.145.0,5,5,True,0,0,1.036361,batch_average,45,556,2301,3,1745,True,True,31.588,47567,41216,700,170
formal-01-unresolved-conflict-source-only,unresolved-conflict,source-only,macos,gpt-5.6-sol,medium,codex-cli 0.145.0,5,5,True,0,0,1.036361,batch_average,45,506,2253,5,1747,True,True,51.624,79384,52992,949,231
formal-01-unresolved-conflict-state-projection,unresolved-conflict,state-projection,macos,gpt-5.6-sol,medium,codex-cli 0.145.0,5,5,True,0,0,1.036361,batch_average,45,578,4002,4,3424,True,True,47.95,64597,50176,850,217
formal-02-active-decision-flat-index,active-decision,flat-index,macos,gpt-5.6-sol,medium,codex-cli 0.145.0,5,5,True,0,0,1.036361,batch_average,45,556,2355,3,1799,True,True,30.067,47638,22784,772,214
formal-02-active-decision-source-only,active-decision,source-only,macos,gpt-5.6-sol,medium,codex-cli 0.145.0,5,5,True,0,0,1.036361,batch_average,45,506,3183,7,2677,True,True,49.492,64583,38912,1331,394
formal-02-active-decision-state-projection,active-decision,state-projection,macos,gpt-5.6-sol,medium,codex-cli 0.145.0,5,5,True,0,0,1.036361,batch_average,45,578,4724,7,4146,True,True,38.448,81395,61184,1060,280
formal-02-pending-observation-flat-index,pending-observation,flat-index,macos,gpt-5.6-sol,medium,codex-cli 0.145.0,5,5,True,0,0,1.036361,batch_average,45,556,2280,3,1724,True,True,31.577,47672,22784,763,168
formal-02-pending-observation-source-only,pending-observation,source-only,macos,gpt-5.6-sol,medium,codex-cli 0.145.0,5,5,True,0,0,1.036361,batch_average,45,506,1603,3,1097,True,True,26.223,47122,34048,632,144
formal-02-pending-observation-state-projection,pending-observation,state-projection,macos,gpt-5.6-sol,medium,codex-cli 0.145.0,5,5,True,0,0,1.036361,batch_average,45,578,3558,4,2980,True,True,44.982,64377,50176,996,419
formal-02-scope-boundary-flat-index,scope-boundary,flat-index,macos,gpt-5.6-sol,medium,codex-cli 0.145.0,5,5,True,0,0,1.036361,batch_average,45,556,2110,3,1554,True,True,29.886,47576,22784,569,9
formal-02-scope-boundary-source-only,scope-boundary,source-only,macos,gpt-5.6-sol,medium,codex-cli 0.145.0,5,5,True,0,0,1.036361,batch_average,45,506,2580,5,2074,True,True,31.799,64066,57344,764,59
formal-02-scope-boundary-state-projection,scope-boundary,state-projection,macos,gpt-5.6-sol,medium,codex-cli 0.145.0,5,5,True,0,0,1.036361,batch_average,45,578,3536,4,2958,True,True,32.846,64467,50176,708,108
formal-02-superseded-rule-flat-index,superseded-rule,flat-index,macos,gpt-5.6-sol,medium,codex-cli 0.145.0,5,5,True,0,0,1.036361,batch_average,45,556,2099,3,1543,True,True,26.271,47531,41216,592,60
formal-02-superseded-rule-source-only,superseded-rule,source-only,macos,gpt-5.6-sol,medium,codex-cli 0.145.0,5,5,True,0,0,1.036361,batch_average,45,506,2393,4,1887,True,True,26.384,47475,34048,691,107
formal-02-superseded-rule-state-projection,superseded-rule,state-projection,macos,gpt-5.6-sol,medium,codex-cli 0.145.0,5,5,True,0,0,1.036361,batch_average,45,578,3868,4,3290,True,True,35.634,64659,38912,858,198
formal-02-unresolved-conflict-flat-index,unresolved-conflict,flat-index,macos,gpt-5.6-sol,medium,codex-cli 0.145.0,5,5,True,0,0,1.036361,batch_average,45,556,2301,3,1745,True,True,26.227,47569,34048,723,240
formal-02-unresolved-conflict-source-only,unresolved-conflict,source-only,macos,gpt-5.6-sol,medium,codex-cli 0.145.0,5,5,True,0,0,1.036361,batch_average,45,506,1686,3,1180,True,True,24.744,47181,29952,678,128
formal-02-unresolved-conflict-state-projection,unresolved-conflict,state-projection,macos,gpt-5.6-sol,medium,codex-cli 0.145.0,5,5,True,0,0,1.036361,batch_average,45,578,4002,4,3424,True,True,36.615,64687,50176,863,220
formal-03-active-decision-flat-index,active-decision,flat-index,macos,gpt-5.6-sol,medium,codex-cli 0.145.0,5,5,True,0,0,1.036361,batch_average,45,556,2355,3,1799,True,True,29.795,47685,34048,751,163
formal-03-active-decision-source-only,active-decision,source-only,macos,gpt-5.6-sol,medium,codex-cli 0.145.0,5,5,True,0,0,1.036361,batch_average,45,506,3442,7,2936,True,True,55.742,98289,82432,1404,342
formal-03-active-decision-state-projection,active-decision,state-projection,macos,gpt-5.6-sol,medium,codex-cli 0.145.0,5,5,True,0,0,1.036361,batch_average,45,578,4997,9,4419,True,True,62.112,98990,73216,1774,609
formal-03-pending-observation-flat-index,pending-observation,flat-index,macos,gpt-5.6-sol,medium,codex-cli 0.145.0,5,5,True,0,0,1.036361,batch_average,45,556,2147,3,1591,True,True,32.406,47564,22784,647,177
formal-03-pending-observation-source-only,pending-observation,source-only,macos,gpt-5.6-sol,medium,codex-cli 0.145.0,5,5,True,0,0,1.036361,batch_average,45,506,1470,3,964,True,True,30.879,47047,22784,642,140
formal-03-pending-observation-state-projection,pending-observation,state-projection,macos,gpt-5.6-sol,medium,codex-cli 0.145.0,5,5,True,0,0,1.036361,batch_average,45,578,3558,4,2980,True,True,36.472,64388,46080,823,243
formal-03-scope-boundary-flat-index,scope-boundary,flat-index,macos,gpt-5.6-sol,medium,codex-cli 0.145.0,5,5,True,0,0,1.036361,batch_average,45,556,2110,3,1554,True,True,26.141,47515,29952,611,78
formal-03-scope-boundary-source-only,scope-boundary,source-only,macos,gpt-5.6-sol,medium,codex-cli 0.145.0,5,5,True,0,0,1.036361,batch_average,45,506,2749,5,2243,True,True,37.602,64311,46080,837,96
formal-03-scope-boundary-state-projection,scope-boundary,state-projection,macos,gpt-5.6-sol,medium,codex-cli 0.145.0,5,5,True,0,0,1.036361,batch_average,45,578,3825,4,3247,True,True,35.083,64580,53248,818,189
formal-03-superseded-rule-flat-index,superseded-rule,flat-index,macos,gpt-5.6-sol,medium,codex-cli 0.145.0,5,5,True,0,0,1.036361,batch_average,45,556,2099,3,1543,True,True,25.582,47530,29952,616,84
formal-03-superseded-rule-source-only,superseded-rule,source-only,macos,gpt-5.6-sol,medium,codex-cli 0.145.0,5,5,True,0,0,1.036361,batch_average,45,506,1788,3,1282,True,True,25.001,47213,22784,593,64
formal-03-superseded-rule-state-projection,superseded-rule,state-projection,macos,gpt-5.6-sol,medium,codex-cli 0.145.0,5,5,True,0,0,1.036361,batch_average,45,578,3939,4,3361,True,True,40.701,64661,46080,819,136
formal-03-unresolved-conflict-flat-index,unresolved-conflict,flat-index,macos,gpt-5.6-sol,medium,codex-cli 0.145.0,5,5,True,0,0,1.036361,batch_average,45,556,2301,3,1745,True,True,29.166,47592,41216,708,172
formal-03-unresolved-conflict-source-only,unresolved-conflict,source-only,macos,gpt-5.6-sol,medium,codex-cli 0.145.0,5,5,True,0,0,1.036361,batch_average,45,506,1686,3,1180,True,True,28.613,47149,34048,672,155
formal-03-unresolved-conflict-state-projection,unresolved-conflict,state-projection,macos,gpt-5.6-sol,medium,codex-cli 0.145.0,5,5,True,0,0,1.036361,batch_average,45,578,4002,3,3424,True,True,36.269,64456,46080,743,217
